LAT,LON,YEAR,MONTH,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,ALLSKY_SFC_SW_DWN,WS2M,TS,EVLAND,GWETROOT
14.5,122.5,1997,JUN,31.35,27.12,4.55,77.19,21.25,3.27,29.6,2.65,0.74
15.5,122.5,1997,JUN,30.16,27.43,5.2,79.9,23.33,3.87,29.37,,
13.5,122.5,1998,JUN,33.04,27.5,4.73,75.17,19.14,3.25,31.1,2.17,0.55
14.5,122.5,1998,JUN,32.56,28.22,4.57,76.63,19.94,3.61,30.76,2.64,0.7
15.5,122.5,1998,JUN,30.86,28.12,4.72,81.48,20.8,3.98,30.11,,
13.5,122.5,1999,JUN,29.99,26.23,6.81,82.87,17.18,3.48,28.65,3.0,0.95
14.5,122.5,1999,JUN,30.02,26.69,9.44,82.34,18.56,3.77,29.39,3.13,0.99
15.5,122.5,1999,JUN,29.75,26.62,9.33,82.83,19.91,3.93,29.51,,
13.5,122.5,2000,JUN,31.22,26.34,5.19,80.97,19.38,3.28,29.31,2.85,0.78
14.5,122.5,2000,JUN,30.73,27.11,6.72,80.81,19.47,3.87,29.74,3.03,0.92
15.5,122.5,2000,JUN,30.04,27.45,5.4,81.44,21.09,3.98,30.06,,
13.5,122.5,2001,JUN,30.93,26.3,8.82,81.04,19.0,3.55,29.67,2.82,0.8
14.5,122.5,2001,JUN,31.83,26.68,9.31,81.43,19.77,3.88,29.86,3.13,0.89
15.5,122.5,2001,JUN,30.73,26.93,9.42,81.89,21.54,4.09,30.06,,
13.5,122.5,2002,JUN,32.65,27.01,4.1,77.84,20.56,2.98,30.21,2.48,0.63
14.5,122.5,2002,JUN,31.18,27.75,4.88,78.8,21.87,3.37,30.03,2.78,0.76
15.5,122.5,2002,JUN,30.58,27.48,4.02,80.31,23.26,3.72,29.98,,
13.5,122.5,2003,JUN,31.44,26.36,7.33,78.77,19.62,3.92,29.3,2.6,0.68
14.5,122.5,2003,JUN,31.43,26.8,7.07,80.01,19.21,4.05,28.96,2.98,0.81
15.5,122.5,2003,JUN,30.57,26.9,6.84,81.68,20.04,4.64,28.84,,
13.5,122.5,2004,JUN,29.95,26.07,5.75,84.84,18.35,4.78,28.22,2.94,0.82
14.5,122.5,2004,JUN,29.86,26.48,9.16,84.23,17.69,4.97,28.48,3.56,0.97
15.5,122.5,2004,JUN,30.07,26.62,10.38,83.53,17.94,5.39,28.91,,
13.5,122.5,2005,JUN,31.22,26.68,5.5,81.41,20.17,3.47,29.46,1.77,0.61
14.5,122.5,2005,JUN,32.0,27.02,6.86,79.66,19.51,3.73,30.11,2.27,0.78
15.5,122.5,2005,JUN,30.22,27.31,8.04,82.01,20.58,4.32,30.08,,
13.5,122.5,2006,JUN,31.06,26.51,6.88,79.94,20.72,3.25,29.9,2.59,0.72
14.5,122.5,2006,JUN,31.76,27.31,6.24,79.32,21.06,3.89,30.16,2.96,0.82
15.5,122.5,2006,JUN,30.76,27.48,5.01,81.28,23.01,4.07,30.07,,
13.5,122.5,2007,JUN,31.75,26.7,5.83,79.87,20.94,2.95,30.11,2.39,0.7
14.5,122.5,2007,JUN,32.02,27.65,6.21,79.0,20.33,3.21,30.66,2.31,0.78
15.5,122.5,2007,JUN,30.76,27.8,5.66,81.75,20.86,3.51,30.59,,
13.5,122.5,2008,JUN,30.24,25.84,7.05,82.23,19.87,3.56,28.85,3.31,0.96
14.5,122.5,2008,JUN,30.39,26.45,6.52,81.14,20.74,4.21,29.53,3.55,0.97
15.5,122.5,2008,JUN,30.09,27.2,5.11,81.55,21.95,4.45,29.86,,
13.5,122.5,2009,JUN,29.91,26.27,7.18,83.96,18.36,4.55,28.47,3.45,0.98
14.5,122.5,2009,JUN,29.92,26.94,6.87,82.65,19.6,4.72,29.03,3.78,0.99
15.5,122.5,2009,JUN,29.88,26.66,7.81,82.58,21.49,5.15,29.36,,
13.5,122.5,2010,JUN,32.17,27.49,5.02,76.13,20.68,2.54,30.75,1.75,0.55
14.5,122.5,2010,JUN,32.1,28.01,5.15,75.67,21.05,3.02,30.75,2.05,0.69
15.5,122.5,2010,JUN,31.24,28.23,5.19,79.33,22.7,3.51,30.52,,
13.5,122.5,2011,JUN,30.6,26.3,9.05,82.78,17.34,3.71,28.72,3.28,0.96
14.5,122.5,2011,JUN,29.99,26.27,10.56,83.37,17.8,4.27,29.0,3.3,0.99
15.5,122.5,2011,JUN,29.52,26.55,9.23,84.31,19.26,4.45,29.21,,
13.5,122.5,2012,JUN,30.63,26.5,3.81,81.59,19.1,4.69,28.92,3.14,0.88
14.5,122.5,2012,JUN,31.37,27.13,7.15,80.69,19.19,4.9,29.59,3.52,0.96
15.5,122.5,2012,JUN,31.38,27.57,8.87,80.59,20.94,5.35,30.07,,
13.5,122.5,2013,JUN,32.58,26.86,8.66,78.6,18.47,3.51,30.0,2.78,0.71
14.5,122.5,2013,JUN,31.0,27.76,10.51,79.9,19.41,4.09,30.07,3.44,0.89
15.5,122.5,2013,JUN,30.79,27.11,8.38,79.2,21.6,4.02,30.41,,
13.5,122.5,2014,JUN,32.53,27.01,4.86,77.84,20.63,3.61,30.69,1.94,0.57
14.5,122.5,2014,JUN,32.37,28.12,4.48,75.51,20.83,3.48,30.82,2.3,0.68
15.5,122.5,2014,JUN,31.42,28.17,4.98,77.84,22.13,3.99,30.72,,
13.5,122.5,2015,JUN,33.39,26.99,5.21,74.99,20.91,2.61,31.08,2.27,0.57
14.5,122.5,2015,JUN,31.95,27.66,4.21,77.44,22.02,3.14,30.81,2.33,0.67
15.5,122.5,2015,JUN,30.86,27.48,2.92,79.97,24.45,3.25,30.68,,
13.5,122.5,2016,JUN,31.75,27.31,6.46,77.07,19.67,2.93,30.68,2.17,0.61
14.5,122.5,2016,JUN,32.38,27.45,6.44,76.99,19.67,3.32,30.77,2.41,0.74
15.5,122.5,2016,JUN,31.79,27.5,6.1,79.71,21.03,3.72,30.79,,
13.5,122.5,2017,JUN,31.35,27.36,6.1,77.53,21.64,2.75,30.37,3.08,0.78
14.5,122.5,2017,JUN,31.63,27.65,4.6,77.13,21.62,3.27,30.72,2.98,0.83
15.5,122.5,2017,JUN,31.39,28.27,3.66,78.76,22.96,3.78,30.76,,
13.5,122.5,2018,JUN,31.73,26.39,6.62,80.57,18.45,4.05,29.45,2.83,0.81
14.5,122.5,2018,JUN,31.22,27.14,7.21,80.32,18.7,4.46,29.98,2.85,0.86
15.5,122.5,2018,JUN,30.84,27.53,6.72,80.42,19.44,4.73,30.21,,
13.5,122.5,2019,JUN,32.86,27.44,4.41,77.29,21.6,3.69,30.84,2.36,0.62
14.5,122.5,2019,JUN,32.48,27.74,5.49,78.61,22.21,3.89,30.78,2.8,0.78
15.5,122.5,2019,JUN,31.52,28.18,4.24,80.39,23.85,4.17,30.76,,
13.5,122.5,2020,JUN,32.21,26.71,21.41,79.09,20.66,3.31,29.98,4.12,0.93
14.5,122.5,2020,JUN,31.58,27.7,11.78,78.48,21.44,3.9,30.4,4.12,0.93
15.5,122.5,2020,JUN,30.39,27.92,6.58,80.25,23.14,3.88,30.46,,
13.5,122.5,2021,JUN,33.13,26.8,4.22,79.75,19.3,3.06,29.75,2.68,0.76
14.5,122.5,2021,JUN,31.68,27.76,5.28,78.23,20.63,3.62,30.31,2.64,0.82
15.5,122.5,2021,JUN,31.52,27.9,4.13,79.69,21.81,4.34,30.47,,
13.5,122.5,2022,JUN,30.67,27.05,6.84,78.9,20.85,2.71,29.96,3.16,0.88
14.5,122.5,2022,JUN,30.96,27.22,8.69,78.72,21.28,3.31,30.41,3.22,0.92
15.5,122.5,2022,JUN,30.42,27.59,5.91,80.06,21.43,3.53,30.56,,
13.5,122.5,2023,JUN,31.6,27.57,5.12,79.62,20.8,2.95,30.0,2.72,0.71
14.5,122.5,2023,JUN,31.89,27.98,4.45,79.42,21.48,3.47,30.3,2.98,0.8
15.5,122.5,2023,JUN,31.15,27.64,3.7,82.1,22.63,3.96,30.19,,
13.5,122.5,2024,JUN,32.91,27.44,5.9,78.23,20.46,2.7,30.57,2.86,0.73
14.5,122.5,2024,JUN,32.24,28.5,5.57,79.15,20.77,3.3,30.78,3.03,0.85
15.5,122.5,2024,JUN,31.29,28.11,4.78,80.98,21.99,3.55,30.91,,
13.5,122.5,2025,JUN,31.13,27.35,7.8,80.84,18.96,3.17,29.68,2.84,0.84
14.5,122.5,2025,JUN,31.79,27.08,7.99,79.9,18.88,3.44,30.14,2.78,0.86
15.5,122.5,2025,JUN,31.22,27.78,5.8,80.22,20.35,3.38,30.46,,
13.5,122.5,1990,JUL,30.15,25.92,5.76,83.28,20.2,3.56,28.33,3.23,0.89
14.5,122.5,1990,JUL,29.89,26.55,5.97,81.76,20.26,3.56,28.69,3.6,0.98
15.5,122.5,1990,JUL,29.73,26.42,6.58,81.84,21.57,3.84,29.07,,
13.5,122.5,1991,JUL,31.19,25.66,6.33,81.49,18.62,4.24,28.62,3.12,0.82
14.5,122.5,1991,JUL,31.01,26.7,8.22,81.44,18.78,4.58,29.01,3.3,0.89
15.5,122.5,1991,JUL,29.58,26.82,9.62,81.84,20.1,4.71,29.26,,
13.5,122.5,1992,JUL,32.15,25.76,9.33,80.43,18.33,3.63,28.97,2.59,0.71
14.5,122.5,1992,JUL,31.75,26.29,10.66,80.86,17.83,4.26,29.08,3.1,0.88
15.5,122.5,1992,JUL,30.31,26.67,9.12,82.17,18.89,4.75,29.28,,
13.5,122.5,1993,JUL,30.74,26.27,5.13,81.52,19.33,3.64,29.02,2.36,0.67
14.5,122.5,1993,JUL,30.93,26.74,5.3,81.41,20.05,4.1,29.28,2.77,0.8
15.5,122.5,1993,JUL,30.31,27.07,5.3,82.27,21.93,4.23,29.36,,
13.5,122.5,1994,JUL,29.13,25.63,7.81,85.32,15.54,5.51,28.03,3.02,0.93
14.5,122.5,1994,JUL,29.61,26.41,14.29,84.81,15.32,5.74,28.73,3.5,0.99
15.5,122.5,1994,JUL,29.66,27.12,14.07,83.92,16.57,6.09,29.44,,
13.5,122.5,1995,JUL,29.8,26.4,9.68,82.16,17.79,3.53,29.16,2.67,0.85
14.5,122.5,1995,JUL,30.64,26.8,10.09,81.78,17.44,4.13,29.47,3.0,0.93
15.5,122.5,1995,JUL,29.87,26.24,10.06,82.33,18.31,4.5,29.65,,
13.5,122.5,1996,JUL,30.14,26.73,6.48,82.5,17.31,4.48,29.15,3.01,0.95
14.5,122.5,1996,JUL,30.4,27.02,7.67,82.27,17.71,4.71,29.57,3.18,0.97
15.5,122.5,1996,JUL,30.75,26.88,8.22,82.1,19.57,4.97,29.91,,
13.5,122.5,1997,JUL,29.69,26.26,8.23,83.41,17.12,3.5,28.72,2.12,0.71
14.5,122.5,1997,JUL,29.98,26.66,8.37,84.33,17.72,3.83,28.87,2.67,0.91
15.5,122.5,1997,JUL,29.44,26.88,8.41,84.85,20.04,4.0,29.1,,
13.5,122.5,1998,JUL,31.74,26.72,4.03,78.31,20.19,2.4,30.24,2.46,0.68
14.5,122.5,1998,JUL,31.52,27.16,4.62,77.8,21.34,2.91,30.41,2.88,0.83
15.5,122.5,1998,JUL,31.04,27.06,3.25,80.53,22.56,3.54,30.29,,
13.5,122.5,1999,JUL,29.53,26.09,3.15,84.04,18.08,4.53,28.6,2.69,0.94
14.5,122.5,1999,JUL,30.27,26.45,7.08,83.02,18.93,4.8,29.54,3.01,0.99
15.5,122.5,1999,JUL,30.39,26.89,8.94,82.97,20.82,5.46,29.62,,
13.5,122.5,2000,JUL,30.02,25.85,7.04,83.12,17.21,5.15,28.55,3.3,0.91
14.5,122.5,2000,JUL,30.23,25.96,9.21,83.19,16.24,5.42,28.8,3.54,0.99
15.5,122.5,2000,JUL,30.2,26.41,11.53,82.51,17.65,6.1,29.42,,
13.5,122.5,2001,JUL,29.9,25.77,5.17,83.86,18.86,4.12,28.3,3.16,0.94
14.5,122.5,2001,JUL,30.51,26.06,8.07,82.45,19.13,4.46,28.87,3.87,0.99
15.5,122.5,2001,JUL,30.42,26.32,10.37,81.9,20.16,4.78,29.13,,
13.5,122.5,2002,JUL,31.12,25.94,6.89,82.87,18.05,5.72,28.79,2.85,0.75
14.5,122.5,2002,JUL,30.32,26.38,8.44,83.33,19.05,5.77,28.89,3.21,0.89
15.5,122.5,2002,JUL,30.21,27.23,10.17,83.92,20.24,6.3,29.08,,
13.5,122.5,2003,JUL,31.48,26.38,7.92,81.43,19.62,3.45,29.06,3.09,0.86
14.5,122.5,2003,JUL,29.92,26.91,7.93,81.3,20.19,3.93,29.39,3.49,0.94
15.5,122.5,2003,JUL,29.71,27.0,8.94,81.67,21.61,4.02,29.64,,
13.5,122.5,2004,JUL,30.69,25.8,5.72,81.57,20.48,3.03,28.82,2.8,0.81
14.5,122.5,2004,JUL,29.73,26.47,6.42,82.41,19.83,3.55,28.92,3.3,0.96
15.5,122.5,2004,JUL,29.08,26.23,7.19,82.46,19.95,3.69,29.18,,
13.5,122.5,2005,JUL,30.17,26.31,8.08,83.18,19.14,3.72,29.03,2.56,0.83
14.5,122.5,2005,JUL,30.29,26.44,7.46,83.16,18.97,3.98,29.44,2.88,0.95
15.5,122.5,2005,JUL,30.41,27.06,6.18,82.94,20.83,4.08,29.83,,
13.5,122.5,2006,JUL,30.54,25.82,7.26,84.28,14.85,4.65,28.56,2.59,0.87
14.5,122.5,2006,JUL,30.52,26.46,11.67,83.77,14.82,4.99,29.09,2.81,0.96
15.5,122.5,2006,JUL,30.35,26.83,14.27,83.77,15.87,5.39,29.47,,
13.5,122.5,2007,JUL,31.01,26.58,6.2,81.52,20.04,3.27,29.45,2.95,0.89
14.5,122.5,2007,JUL,30.32,26.97,6.0,80.83,20.03,3.52,30.13,3.18,0.96
15.5,122.5,2007,JUL,30.3,27.4,4.76,81.42,21.51,3.56,30.32,,
13.5,122.5,2008,JUL,29.62,25.89,4.77,83.9,18.67,3.6,28.21,2.98,0.96
14.5,122.5,2008,JUL,29.61,26.47,7.0,83.14,18.31,4.24,28.93,3.09,0.99
15.5,122.5,2008,JUL,30.17,26.82,9.28,82.67,19.7,4.52,29.41,,
13.5,122.5,2009,JUL,30.13,26.25,7.71,84.28,17.85,3.88,28.54,3.0,0.98
14.5,122.5,2009,JUL,30.47,26.89,8.93,83.18,18.27,4.27,29.25,3.09,0.99
15.5,122.5,2009,JUL,30.7,27.41,9.68,82.64,19.99,4.2,29.81,,
13.5,122.5,2010,JUL,30.24,25.99,12.71,80.76,17.92,2.67,29.3,2.55,0.84
14.5,122.5,2010,JUL,31.27,27.13,12.53,79.52,18.22,3.31,30.04,2.79,0.91
15.5,122.5,2010,JUL,31.08,27.2,10.0,80.7,19.28,3.7,30.43,,
13.5,122.5,2011,JUL,30.26,25.82,12.45,83.61,16.91,4.43,28.16,3.47,0.97
14.5,122.5,2011,JUL,29.95,26.22,10.23,83.38,17.53,4.49,28.67,3.52,0.99
15.5,122.5,2011,JUL,30.24,26.82,9.04,83.07,19.63,4.73,29.19,,
13.5,122.5,2012,JUL,30.01,26.3,13.51,83.6,16.78,4.06,28.41,3.04,0.97
14.5,122.5,2012,JUL,30.15,26.78,13.47,82.32,17.58,4.19,29.09,3.29,1.0
15.5,122.5,2012,JUL,29.86,26.93,11.76,82.03,18.99,4.29,29.67,,
13.5,122.5,2013,JUL,30.61,26.5,11.36,81.61,18.03,3.11,28.93,2.86,0.95
14.5,122.5,2013,JUL,30.0,27.0,13.26,81.63,17.04,3.67,29.41,3.13,1.0
15.5,122.5,2013,JUL,30.04,27.0,11.25,81.46,16.34,3.84,29.79,,
13.5,122.5,2014,JUL,30.3,26.0,8.96,83.47,16.65,5.08,28.71,2.79,0.79
14.5,122.5,2014,JUL,31.24,26.5,9.32,82.33,16.84,4.96,29.27,2.99,0.86
15.5,122.5,2014,JUL,30.98,26.8,8.94,82.33,18.58,4.95,29.62,,
13.5,122.5,2015,JUL,31.27,26.27,4.97,80.98,18.25,4.97,28.99,2.64,0.7
14.5,122.5,2015,JUL,31.53,26.97,7.53,81.18,18.18,4.91,29.26,3.03,0.83
15.5,122.5,2015,JUL,31.32,27.24,6.37,81.19,18.88,5.12,29.51,,
13.5,122.5,2016,JUL,31.12,26.87,6.08,77.84,19.1,2.9,29.85,2.98,0.8
14.5,122.5,2016,JUL,30.86,27.27,6.93,78.78,19.31,3.15,30.21,3.08,0.92
15.5,122.5,2016,JUL,30.34,27.91,5.66,79.45,20.71,3.3,30.56,,
13.5,122.5,2017,JUL,30.48,26.39,11.03,80.75,16.53,3.58,29.47,3.22,0.95
14.5,122.5,2017,JUL,30.63,27.11,10.13,80.46,15.76,3.86,30.02,3.18,0.95
15.5,122.5,2017,JUL,30.4,27.06,9.85,81.04,16.47,4.03,30.31,,
13.5,122.5,2018,JUL,30.05,26.18,7.64,84.2,18.56,4.63,28.79,2.81,0.9
14.5,122.5,2018,JUL,30.38,26.54,8.89,82.54,18.06,4.73,29.4,3.3,0.96
15.5,122.5,2018,JUL,30.52,27.01,9.37,81.51,19.44,4.83,29.85,,
13.5,122.5,2019,JUL,30.94,26.62,5.72,79.49,17.99,3.51,29.58,2.48,0.72
14.5,122.5,2019,JUL,31.23,26.69,7.09,78.16,19.49,3.73,29.98,3.05,0.89
15.5,122.5,2019,JUL,30.76,27.29,6.05,79.7,20.58,4.2,30.23,,
13.5,122.5,2020,JUL,30.74,26.78,8.16,79.85,19.61,2.72,29.66,3.27,0.97
14.5,122.5,2020,JUL,30.81,27.6,7.23,79.39,19.64,3.23,30.27,3.16,0.96
15.5,122.5,2020,JUL,30.22,27.68,4.83,80.31,20.67,3.4,30.48,,
13.5,122.5,2021,JUL,30.47,26.75,10.14,82.61,17.63,4.81,29.31,3.27,0.89
14.5,122.5,2021,JUL,30.39,28.09,10.63,82.79,18.09,5.1,29.9,3.19,0.94
15.5,122.5,2021,JUL,30.5,27.68,9.13,82.23,19.02,5.49,30.15,,
13.5,122.5,2022,JUL,30.75,27.01,6.72,81.41,18.15,2.88,29.64,3.16,0.96
14.5,122.5,2022,JUL,30.56,27.68,7.36,81.16,18.19,3.21,30.04,3.32,0.98
15.5,122.5,2022,JUL,30.42,27.72,9.56,81.16,19.84,3.34,30.23,,
13.5,122.5,2023,JUL,32.22,26.19,8.69,81.43,18.35,4.72,29.56,3.34,0.85
14.5,122.5,2023,JUL,31.17,27.63,12.1,81.58,18.61,4.95,30.13,3.4,0.91
15.5,122.5,2023,JUL,30.65,27.91,10.23,81.61,20.04,5.28,30.31,,
13.5,122.5,2024,JUL,31.57,27.02,11.61,81.93,16.27,3.94,29.51,3.28,0.91
14.5,122.5,2024,JUL,30.98,27.8,14.75,81.81,15.66,4.33,29.99,3.47,0.97
15.5,122.5,2024,JUL,30.51,27.66,13.34,82.26,15.79,4.47,30.17,,
13.5,122.5,2025,JUL,30.37,26.82,7.92,83.92,17.04,5.51,29.07,3.69,0.93
14.5,122.5,2025,JUL,31.06,26.78,8.54,82.54,17.27,5.47,29.65,3.93,0.97
15.5,122.5,2025,JUL,30.84,28.06,7.52,81.84,18.56,6.09,30.06,,
13.5,122.5,1990,AUG,29.8,26.36,5.13,83.55,18.52,5.52,28.07,3.76,0.91
14.5,122.5,1990,AUG,30.0,26.75,7.55,82.63,18.5,5.61,28.68,4.08,0.97
15.5,122.5,1990,AUG,29.93,26.57,8.43,83.29,19.48,5.85,28.88,,
13.5,122.5,1991,AUG,30.24,26.11,5.85,84.71,18.11,4.9,28.41,2.92,0.89
14.5,122.5,1991,AUG,30.4,26.03,7.02,83.74,17.72,5.01,29.18,3.37,0.99
15.5,122.5,1991,AUG,30.51,26.46,9.35,83.1,19.27,5.23,29.51,,
13.5,122.5,1992,AUG,29.55,26.23,3.74,84.36,17.97,4.98,28.5,2.89,0.87
14.5,122.5,1992,AUG,29.92,27.04,5.93,82.96,18.3,5.12,29.2,3.28,0.98
15.5,122.5,1992,AUG,29.72,26.83,7.51,83.36,19.51,5.69,29.34,,
13.5,122.5,1993,AUG,31.05,25.66,6.76,82.26,17.98,4.24,28.56,2.86,0.79
14.5,122.5,1993,AUG,30.29,26.35,7.02,81.25,18.71,4.28,29.3,3.3,0.91
15.5,122.5,1993,AUG,29.81,26.41,6.84,81.07,20.39,4.25,29.24,,
13.5,122.5,1994,AUG,30.71,25.83,2.05,83.03,20.1,3.92,28.26,3.48,0.89
14.5,122.5,1994,AUG,30.86,26.6,4.2,81.58,20.12,4.28,28.66,3.89,0.96
15.5,122.5,1994,AUG,30.62,26.69,6.81,82.16,21.02,4.72,28.74,,
13.5,122.5,1995,AUG,29.53,26.17,7.93,84.37,18.19,3.67,28.64,3.02,0.98
14.5,122.5,1995,AUG,29.58,26.64,9.15,84.29,17.84,4.09,28.99,3.03,1.0
15.5,122.5,1995,AUG,29.56,26.67,9.98,84.12,18.39,4.24,29.15,,
13.5,122.5,1996,AUG,30.22,25.9,3.0,82.76,20.77,3.39,28.39,3.31,0.93
14.5,122.5,1996,AUG,30.04,26.59,3.74,81.56,21.23,3.67,28.75,3.42,0.97
15.5,122.5,1996,AUG,29.97,26.64,6.77,81.94,21.97,4.2,29.0,,
13.5,122.5,1997,AUG,30.07,25.63,2.53,84.27,18.96,5.17,28.18,2.86,0.82
14.5,122.5,1997,AUG,30.09,26.3,5.17,83.51,19.17,5.6,28.62,3.52,0.96
15.5,122.5,1997,AUG,30.33,26.68,7.89,83.5,20.52,5.96,28.75,,
13.5,122.5,1998,AUG,30.61,26.36,5.67,80.38,18.85,2.65,29.5,2.72,0.79
14.5,122.5,1998,AUG,30.69,26.95,5.45,79.54,19.56,3.09,30.18,2.79,0.91
15.5,122.5,1998,AUG,30.82,27.18,5.47,80.17,20.55,3.48,30.72,,
13.5,122.5,1999,AUG,29.63,25.36,7.3,84.03,17.31,4.54,28.09,3.25,0.93
14.5,122.5,1999,AUG,29.49,26.12,9.32,84.54,17.33,4.86,28.49,3.58,0.99
15.5,122.5,1999,AUG,29.58,25.54,11.18,83.22,17.97,5.48,29.16,,
13.5,122.5,2000,AUG,30.11,25.61,3.15,82.14,18.79,3.62,28.73,3.04,0.89
14.5,122.5,2000,AUG,29.85,26.45,5.21,81.83,19.36,3.87,29.13,3.16,0.97
15.5,122.5,2000,AUG,30.6,26.52,6.09,81.24,20.57,3.93,29.64,,
13.5,122.5,2001,AUG,29.51,26.35,6.61,86.2,17.0,5.15,28.42,3.08,0.95
14.5,122.5,2001,AUG,30.21,27.33,7.63,84.88,17.58,4.98,29.23,3.35,0.99
15.5,122.5,2001,AUG,30.13,27.38,7.3,84.72,18.71,5.01,29.43,,
13.5,122.5,2002,AUG,29.4,25.93,8.23,84.05,18.16,4.04,28.26,3.08,0.9
14.5,122.5,2002,AUG,30.15,26.45,7.17,82.75,19.0,3.8,28.78,3.48,0.97
15.5,122.5,2002,AUG,29.76,26.52,6.78,81.97,20.01,4.23,29.17,,
13.5,122.5,2003,AUG,29.33,26.37,6.04,84.76,18.91,4.27,28.41,2.92,0.94
14.5,122.5,2003,AUG,30.51,26.91,7.64,82.94,18.6,4.53,29.05,3.4,0.98
15.5,122.5,2003,AUG,30.14,27.02,11.07,82.93,18.79,4.9,29.24,,
13.5,122.5,2004,AUG,29.36,25.55,6.0,86.63,18.8,5.31,27.86,2.94,0.93
14.5,122.5,2004,AUG,29.84,26.3,7.58,85.22,19.1,5.35,28.51,3.25,0.99
15.5,122.5,2004,AUG,29.83,26.9,11.53,83.83,19.97,5.15,29.01,,
13.5,122.5,2005,AUG,30.34,25.82,5.2,83.74,17.5,3.99,28.49,2.91,0.92
14.5,122.5,2005,AUG,30.48,26.09,7.81,83.12,16.91,4.1,29.0,3.11,0.99
15.5,122.5,2005,AUG,30.73,26.25,10.35,82.59,18.07,4.38,29.67,,
13.5,122.5,2006,AUG,30.28,26.21,6.53,84.67,18.16,4.37,28.17,3.24,0.97
14.5,122.5,2006,AUG,29.92,26.77,6.05,83.36,18.34,4.52,28.76,3.63,0.99
15.5,122.5,2006,AUG,29.68,26.97,7.64,83.07,20.05,4.66,29.06,,
13.5,122.5,2007,AUG,30.46,25.9,5.22,83.01,16.54,4.38,28.88,3.06,0.9
14.5,122.5,2007,AUG,30.61,26.38,9.17,82.02,17.26,4.66,29.68,3.4,0.98
15.5,122.5,2007,AUG,30.8,26.95,12.72,81.56,17.66,5.09,30.02,,
13.5,122.5,2008,AUG,29.5,25.61,5.14,82.31,18.23,3.29,28.3,3.24,0.95
14.5,122.5,2008,AUG,29.91,26.37,6.95,81.39,18.14,4.01,28.95,3.48,0.98
15.5,122.5,2008,AUG,29.87,26.61,8.66,81.46,18.88,4.57,29.38,,
13.5,122.5,2009,AUG,30.38,26.42,4.01,83.17,18.8,4.42,28.75,3.72,0.94
14.5,122.5,2009,AUG,30.58,27.17,4.8,81.66,18.46,4.32,29.46,3.66,0.97
15.5,122.5,2009,AUG,30.41,27.15,6.16,81.02,20.09,3.89,29.75,,
13.5,122.5,2010,AUG,30.22,26.31,8.1,82.18,18.37,3.57,28.72,3.37,0.98
14.5,122.5,2010,AUG,30.26,26.69,9.5,81.35,18.7,3.86,29.62,3.45,1.0
15.5,122.5,2010,AUG,30.32,26.84,9.53,81.16,19.68,4.2,30.04,,
13.5,122.5,2011,AUG,30.01,26.2,7.02,83.86,17.95,4.22,28.24,3.52,0.98
14.5,122.5,2011,AUG,29.96,26.79,9.45,83.82,17.22,4.85,28.76,3.68,0.99
15.5,122.5,2011,AUG,29.84,27.17,10.07,83.91,18.09,4.94,29.0,,
13.5,122.5,2012,AUG,29.78,26.18,3.62,83.35,18.25,5.08,28.14,3.81,0.95
14.5,122.5,2012,AUG,29.95,26.51,7.43,83.47,17.56,5.46,28.53,3.91,0.99
15.5,122.5,2012,AUG,30.08,26.7,12.16,83.98,18.89,6.09,28.97,,
13.5,122.5,2013,AUG,29.49,26.06,8.11,84.2,16.51,4.46,28.24,3.11,0.99
14.5,122.5,2013,AUG,30.15,26.85,12.54,83.31,15.97,4.87,28.94,3.26,1.0
15.5,122.5,2013,AUG,29.97,26.54,14.62,82.73,15.9,5.34,29.34,,
13.5,122.5,2014,AUG,31.16,26.2,6.83,80.66,19.83,3.37,28.72,3.29,0.86
14.5,122.5,2014,AUG,31.04,26.73,7.21,81.14,18.24,3.84,28.98,3.44,0.94
15.5,122.5,2014,AUG,30.26,27.28,7.18,81.52,19.1,4.27,29.24,,
13.5,122.5,2015,AUG,32.01,26.53,4.91,79.83,19.63,3.9,29.32,3.19,0.76
14.5,122.5,2015,AUG,30.67,27.28,4.85,79.85,19.5,4.1,29.66,3.27,0.87
15.5,122.5,2015,AUG,31.02,27.48,3.49,80.14,20.06,4.4,29.88,,
13.5,122.5,2016,AUG,30.47,26.46,4.03,83.44,18.63,4.75,28.91,3.13,0.85
14.5,122.5,2016,AUG,30.7,27.43,6.41,82.02,18.54,5.0,29.53,3.62,0.96
15.5,122.5,2016,AUG,30.44,28.07,8.09,81.71,19.15,5.28,29.9,,
13.5,122.5,2017,AUG,30.73,26.44,6.93,81.22,19.77,3.36,29.33,3.46,0.96
14.5,122.5,2017,AUG,31.01,27.19,7.27,80.53,19.82,3.99,29.89,3.5,0.98
15.5,122.5,2017,AUG,30.96,27.85,9.42,80.45,21.32,4.47,30.25,,
13.5,122.5,2018,AUG,30.25,26.58,4.81,82.81,18.02,5.17,28.46,3.65,0.93
14.5,122.5,2018,AUG,30.53,27.25,7.17,82.27,18.06,5.34,29.13,3.57,0.97
15.5,122.5,2018,AUG,30.31,27.72,7.79,81.86,18.92,5.92,29.75,,
13.5,122.5,2019,AUG,30.78,26.49,7.26,83.49,16.87,5.71,28.68,3.23,0.84
14.5,122.5,2019,AUG,30.65,26.78,10.18,83.62,17.32,5.7,29.13,3.65,0.97
